ID|Product|Weight|Unit|43610|43951|43952|43953|43954|43956|43957|43958|43959|43960|43961|43962|43963|43966|43967|43968|43969|43970|43972|43973|43974|43975|43976|43977|43978|Total
70|Glucomalt - APR-20|.09|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
127|Classic Bis Asst - MAY-13|.5|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
128|Chickbit - MAY-13|.28|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
129|Cheese Bits - MAY-13|.245|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
130|Krisco - MAY-13|.215|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
131|Lemon Puff - MAY-13|.2|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
132|Chickbit - MAY-13|.03|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
133|Krisco Bites - MAY-13|.03|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
134|Cheese Bits - MAY-13|.08|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
135|Cheese Bits - MAY-13|.17|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
140|Test1 - 05/25/2013 00:00:00.000|.2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
141|Test2 - 05/25/2013|.34|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
142|Test2 - 01/06/2013|.34|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
